 0.00000000e+00  4.99999995e+00  0.00000000e+00  9.44815404e-01 
 1.00000000e-01  4.99999995e+00  1.00000000e-01  9.44815409e-01 
 2.00000000e-01  4.99999995e+00  2.00000000e-01  9.44815410e-01 
 3.00000000e-01  4.99999994e+00  3.00000000e-01  9.44815411e-01 
 4.00000000e-01  4.99999982e+00  4.00000000e-01  9.44815426e-01 
 5.00000000e-01  4.99999843e+00  5.00000000e-01  9.44815598e-01 
 6.00000000e-01  4.99998447e+00  6.00000000e-01  9.44817336e-01 
 7.00000000e-01  4.99987590e+00  7.00000000e-01  9.44830855e-01 
 8.00000000e-01  4.99922576e+00  8.00000000e-01  9.44911818e-01 
 9.00000000e-01  4.99628073e+00  9.00000000e-01  9.45278817e-01 
 1.00000000e+00  4.98767545e+00  1.00000000e+00  9.46354375e-01 
 1.10000000e+00  4.97087061e+00  1.10000000e+00  9.48471219e-01 
 1.20000000e+00  4.94492249e+00  1.20000000e+00  9.51782995e-01 
 1.30000000e+00  4.90912660e+00  1.30000000e+00  9.56437348e-01 
 1.40000000e+00  4.86229647e+00  1.40000000e+00  9.62680781e-01 
 1.50000000e+00  4.80250034e+00  1.50000000e+00  9.70918971e-01 
 1.60000000e+00  4.72666639e+00  1.60000000e+00  9.81822273e-01 
 1.70000000e+00  4.62969134e+00  1.70000000e+00  9.96567209e-01 
 1.80000000e+00  4.50224850e+00  1.80000000e+00  1.01746148e+00 
 1.90000000e+00  4.32412448e+00  1.90000000e+00  1.04998703e+00 
 2.00000000e+00  4.02137305e+00  2.00000000e+00  1.11784559e+00 
 2.10000000e+00  3.02973505e+00  2.10000000e+00  1.66219976e+00 
 2.20000000e+00  2.76018003e+00  2.20000000e+00  1.94572009e+00 
 2.30000000e+00  2.57226508e+00  2.30000000e+00  2.17421396e+00 
 2.40000000e+00  2.41276893e+00  2.40000000e+00  2.39404010e+00 
 2.50000000e+00  2.27014934e+00  2.50000000e+00  2.62438137e+00 
 2.60000000e+00  2.13869240e+00  2.60000000e+00  2.90585391e+00 
 2.70000000e+00  2.01593830e+00  2.70000000e+00  3.94549871e+00 
 2.80000000e+00  1.90069354e+00  2.80000000e+00  4.32117703e+00 
 2.90000000e+00  1.79239837e+00  2.90000000e+00  4.51303544e+00 
 3.00000000e+00  1.69098124e+00  3.00000000e+00  4.64126968e+00 
 3.10000000e+00  1.59679386e+00  3.10000000e+00  4.73003869e+00 
 3.20000000e+00  1.51049542e+00  3.20000000e+00  4.79558996e+00 
 3.30000000e+00  1.43295910e+00  3.30000000e+00  4.84427732e+00 
 3.40000000e+00  1.36498708e+00  3.40000000e+00  4.88014468e+00 
 3.50000000e+00  1.30687241e+00  3.50000000e+00  4.90634479e+00 
 3.60000000e+00  1.25801053e+00  3.60000000e+00  4.92545852e+00 
 3.70000000e+00  1.21691169e+00  3.70000000e+00  4.93960155e+00 
 3.80000000e+00  1.18173044e+00  3.80000000e+00  4.95037144e+00 
 3.90000000e+00  1.15090584e+00  3.90000000e+00  4.95883021e+00 
 4.00000000e+00  1.12338955e+00  4.00000000e+00  4.96562773e+00 
 4.10000000e+00  1.09851360e+00  4.10000000e+00  4.97117080e+00 
 4.20000000e+00  1.07582371e+00  4.20000000e+00  4.97573457e+00 
 4.30000000e+00  1.05498766e+00  4.30000000e+00  4.97951714e+00 
 4.40000000e+00  1.03575086e+00  4.40000000e+00  4.98266705e+00 
 4.50000000e+00  1.01791172e+00  4.50000000e+00  4.98529904e+00 
 4.60000000e+00  1.00130654e+00  4.60000000e+00  4.98750373e+00 
 4.70000000e+00  9.85799893e-01  4.70000000e+00  4.98935399e+00 
 4.80000000e+00  9.71278033e-01  4.80000000e+00  4.99090916e+00 
 4.90000000e+00  9.57644211e-01  4.90000000e+00  4.99221801e+00 
 5.00000000e+00  9.44815279e-01  5.00000000e+00  4.99332094e+00 
